3635242795867832320,21
3635243311263907840,3635243311263907840,3
3492847450136248320,3
3780492714303291392,3
3635243208184692736,3635243208184692736,3
3492844976235085824,3
3996115843682402304,3
4141926272529858560,6
4467570830351532032,34
3635243070745739264,3635243070745739264,3
3356307622297862144,3
3277215524664115200,19
4005951868546056192,3
3131402724994711552,4
3492838654043226112,3
3635243070745739264,3635240528125100032,3
3277213153842167808,7
3492836180142063616,7
3923473275098759168,3923473275098759168,3
3999196469105000448,3
3635242795867832320,3635242795867832320,11
3490021430374957056,3490021430374957056,3
4724276009111650304,3
3274996538400571392,6
5332261958806667264,17
4362299189061746688,4362299189061746688,4
3492825288105000960,25
3496801431388684288,3
3277213153842167808,3277213153842167808,3
4141906653119250432,4
3492822986002530304,15
3640337864031469568,3
4141904282297303040,11
3274985955601154048,6
3646583090077237248,3
3274983344261038080,8
3490010538337894400,3490010538337894400,3
3131963269766447104,3131963269766447104,4
3274948159888949248,3274948159888949248,4
3638121248589873152,3
3126949496743788544,4
4506414377137602560,4
3778238612387135488,5
3274946132664385536,5
3274963724850429952,17
3274961354028482560,10
3344773951480922112,3
2988138352760324096,3
3271865129284665344,5
3274950358912204800,10
3131963269766447104,10
3133379440743022592,23
3133676961717551104,4
3274961354028482560,3274961354028482560,3
3274954928757407744,4
3458764513820540928,17
3272168594493931520,4
3274950530710896640,23
3274999149740687360,3
3274952557935460352,4
3563194101002141696,3563194101002141696,4
3349840501061713920,5
4143615122390122496,4143615122390122496,8
3274950771229065216,14
3274950461991419904,3
3278926502195888128,3
4143311657180856320,4143311657180856320,6
4143617733730238464,4143617733730238464,3
3782196854247129088,3
3490021430374957056,7
3492541511025819648,10
3494793310839504896,9
3274948159888949248,10
3278923993934987264,6
3274946235743600640,4
3635260903449952256,3
3638138840775917568,3
3640034398822203392,4
3641723248682467328,6
3274945960865693696,9
3274943761842438144,3
3635242919885012992,5
3560379351235035136,3
3126921115599896576,5
3998070569198157824,3998070569198157824,5
3129711469952761856,3129711469952761856,4
3996707174779715584,9
3996656700324052992,3996656700324052992,3996656700324052992,3996656700324052992,3
4143617630651023360,4
3136194190510129152,6
3495090453856911360,3495090453856911360,6
4143617733730238464,6
4323455642275676160,10
3635242898947047424,3635242898947047424,3635242898947047424,3
5836665117072162816,5836665117072162816,3
4143615122390122496,21
3131965571868917760,3131965571868917760,6
4505599157985083392,3
4504162577323917312,4
2991256567736696832,3
3638125646636384256,3
5188146770730811392,8
3274986127399845888,4
4000885318965264384,6
3126899022288125952,7
3996656700324052992,3996656700324052992,3996656700324052992,4
5013632285170204672,5
3635242795867832320,3635242795867832320,3635242795867832320,3635242795867832320,3
3386706919782612992,3
3778240914489606144,3
4142489222483279872,4142489222483279872,4146126406947962880,3
3492825288105000960,3492825288105000960,10
3274983344261038080,3274679879051771904,3
3855950170092994560,3
2988441817969590272,2988441817969590272,3
3489726761258713088,10
3855947696191832064,4
4141904282297303040,4141904282297303040,6
4221359390566907904,3
3634967849241411584,3635242898947047424,3
3276674668022464512,4
3637782599008518144,3637782599008518144,5
3638086064217784320,3638086064217784320,7
3276672194121302016,7
3638108054450339840,4
3274945960865693696,3274945960865693696,4
3065618738146443264,3065618738146443264,3
4251398048237748224,4
4141376516715970560,4
4362299189061746688,9
3996707174779715584,3996707174779715584,4
3347575335309803520,3347575335309803520,5
3635242898947047424,3602879701896396800,4
3783023686991216640,4
3490010558738989056,3
3488303993212370944,4
3635240528125100032,3635240528125100032,10
3488301794189115392,7
5116089176692883456,3
3642066296310333440,9
3638088847356592128,4
3638088744277377024,11
3276652574710693888,5
4004825968639213568,3
3276650203888746496,4
3638086064217784320,19
3314649325744685056,9
3963167672086036480,3963167672086036480,7
3635242815732056064,7
3058813345286062080,3
3349552222856806400,6
3489992861057810432,4
3634967849241411584,3634967849241411584,3634967849241411584,3
4141348101212340224,3
3638075240900198400,11
4141343703165829120,3
3642048704124289024,3
3277215524664115200,3277215524664115200,3277215524664115200,3
3638070842853687296,5
3488282106059030528,3
3853117725060628480,3853117725060628480,3
3488281865540861952,5
4179340454199820288,3
3638068472031739904,3
3242591731706757120,3635242815732056064,3
3276368728912035840,6
3133379440743022592,3133379440743022592,5
3634967849241411584,37
3495087979955748864,3495087979955748864,5
3489992843072634880,3489992843072634880,3
4506739832579424256,3
3999491138221244416,3
3131690590882758656,3
3271865129284665344,3271865129284665344,3
5044031582654955520,6
3780771887177531392,3
3242591731706757120,25
3274950771229065216,3274950771229065216,6
3490024041715073024,5
3492822986002530304,3492822986002530304,6
4001245958779174912,3
3347300423043121152,6
3996381719337893888,5
3277215524664115200,3277215524664115200,10
3851404514145861632,3851404514145861632,6
3923473275098759168,6
3133687303998799872,4
4107282860161892352,26
4868153702675906560,4
3635242795867832320,3635242795867832320,3635242795867832320,4
3923470904276811776,3
3635242761508093952,5
3490010710136586240,3
3490010538337894400,7
3851446570465624064,3
4867265297280663552,4
3490008236235423744,4
3635242898947047424,3635242898947047424,3602879701896396800,3
2986735375923281920,3
3492825288105000960,3492825288105000960,3492825288105000960,4
3635240528125100032,3602879701896396800,4
4143615122390122496,4143615122390122496,4143615122390122496,3
4971973988617027584,24
3632716049427726336,3
3242591731706757120,3242591731706757120,4
4142489222483279872,4146126406947962880,3
3489992946151849984,3
3851428875200364544,5
3129438791069073408,10
3489990644049379328,9
3851426504378417152,12
3281435278492827648,5
2986715619073720320,6
3417963836337029120,3
3351241072717070336,4
5836665117072162816,9
3997228446370496512,4
4649403665306615808,3
3996676388454137856,3996676388454137856,4
4146126406947962880,15
3998365238314401792,3998365238314401792,6
3851406747528855552,4
3414854417453678592,3
3851404514145861632,11
3274679879051771904,3274679879051771904,3
3489990644049379328,3489990644049379328,3
2984485946931544064,3
3098476543630901248,18
3633554049086783488,3
2988441817969590272,8
3634967849241411584,3602879701896396800,3
2984463819260035072,6
3963167672086036480,26
3635243070745739264,8
3635243311263907840,5
3635310896869277696,3
3347610828919537664,3
3998070569198157824,15
3274996538400571392,3274996538400571392,3
4286595614466113536,4
4142489222483279872,4142489222483279872,5
3635253722264633344,6
3996676388454137856,8
3996654398221582336,3996654398221582336,5
2988426596605493248,10
3853132946424725504,3
2986713385690726400,2986713385690726400,3
3131127640929337344,3131127640929337344,3
2988424225783545856,3
3349860086112583680,7
3635258120311144448,11
4827858800541171712,11
3635295984742825984,3
3635295950383087616,4
4467570830351532032,4467570830351532032,4
3635260491133091840,7
3635293304683233280,5
3489726761258713088,3489726761258713088,4
3853117725060628480,9
3131127640929337344,10
3853115354238681088,4
3780208937224110080,3
5692549928996306944,4
3851428875200364544,3851426504378417152,3
4505288477230759936,4
3635242898947047424,3634967849241411584,3
3349840741579882496,4
3349840638500667392,3
3781088546526330880,4
3349838095880028160,4
3276931678865457152,3
3635273994510270464,8
3635273960150532096,5
3635273857071316992,5
3635242898947047424,3635242898947047424,13
4360350854457327616,3
3998367677855825920,3998367677855825920,3
4755801206503243776,3
3635260662931783680,3
4141622807320592384,6
2770551770491912192,3
4146482648715362304,3
3273822259982106624,3
2954361355555045376,4
3635256264885272576,3
3281769530027671552,3
4142491868183134208,3
3635260491133091840,3635260491133091840,3
4359779108410884096,4359779108410884096,3
3635243208184692736,7
4509229126904709120,3
3635243173824954368,4
3635242898947047424,28
3635242830227570688,3
3996678827995561984,5
4142489222483279872,11
3819052484010180608,14
3635240528125100032,28
3131965709307871232,3
3131965571868917760,14
3635240528125100032,3635240528125100032,3602879701896396800,4
3998070569198157824,3998070569198157824,3998070569198157824,3
3347586296066342912,4
3274679879051771904,19
3133726886417399808,3
2988426596605493248,2988426596605493248,5
2986713385690726400,6
4683743612465315840,12
3344485673276014592,3
3496482160699768832,9
3635273994510270464,3635273994510270464,3
3648478648123523072,3
3347575335309803520,10
3996656837763006464,4
3996656700324052992,16
3996654398221582336,10
3563194101002141696,8
3129733460185317376,4
3349860086112583680,3349860086112583680,3
3633001922450948096,5
3851426504378417152,3851426504378417152,4
3851406884967809024,3
3746994889972252672,13
3126899022288125952,3126899022288125952,3
3857896030796251136,4
3417367832315297792,3
3488301794189115392,3488301794189115392,3
3567154370086699008,4
3489992843072634880,10
3415129535878791168,3415129535878791168,5
3489993014871326720,4
3632988728311414784,6
3133694416464642048,3
3126624041301966848,6
3278620528725721088,6
4001200122888192000,3
3133691702045310976,5
3129713909494185984,10
3129713772055232512,4
3129711469952761856,13
4650529565213458432,4650529565213458432,8
4611686018427387904,17
4722587159251386368,6
4143615122390122496,4650529565213458432,4650529565213458432,4
3642066296310333440,3642066296310333440,4
3133676824278597632,4
4143311657180856320,13
3133676549400690688,4
3133676515040952320,3
3998382830500446208,6
3274679879051771904,3274963724850429952,3
3133674109859266560,6
2990953102527430656,3
3277215524664115200,3277213153842167808,3
5476377146882523136,3
4289115695116976128,5
3415129535878791168,8
3415129398439837696,3
3065618738146443264,6
3638075240900198400,3638075240900198400,5
3602879701896396800,3602879701896396800,4
4143615122390122496,4650529565213458432,4
4144180546244706304,4
3998367677855825920,7
3998365238314401792,11
3274950530710896640,3274950530710896640,12
3855644230982565888,5
3996656700324052992,3996656700324052992,9
3495090591295864832,4
3495090453856911360,14
3638088744277377024,3638088744277377024,3
3635258120311144448,3635258120311144448,4
3274950358912204800,3274950358912204800,6
3495087979955748864,14
4650529565213458432,16
3634967849241411584,3634967849241411584,10
4359781582312046592,5
3274963724850429952,3274963724850429952,4
4359779108410884096,7
3415096310011789312,4
3274963724850429952,3274961354028482560,3
2915801723287109632,4
3277237755414839296,7
4141059857367171072,4
4217058101079048192,3
3277235144074723328,6
3131422310045581312,5
3926316440369496064,3
3602879701896396800,32
2981633641970401280,3
3637782599008518144,17
3129713909494185984,3129713909494185984,5
